-6.860974431037902832e-01,5.220314264297485352e-01,-1.157929897308349609e+00,1.370827674865722656e+00,2.696533203125000000e+00,-3.933958411216735840e-01,1.030217647552490234e+00,-2.476077377796173096e-01,-3.812703192234039307e-01,8.496007919311523438e-01,1.903457522392272949e+00,-7.414785027503967285e-01
4.565654322504997253e-02,-1.592472195625305176e-02,5.968948826193809509e-03,-4.083843529224395752e-02,1.707389019429683685e-02,-1.109604351222515106e-02,3.714491054415702820e-02,-1.268248632550239563e-02,3.346302360296249390e-02,4.782880842685699463e-02,-3.083420358598232269e-02,-4.343309998512268066e-02
4.442159831523895264e-02,-2.275740914046764374e-02,9.222834371030330658e-03,-1.337207388132810593e-02,-1.324025355279445648e-02,-2.170491730794310570e-03,4.736087284982204437e-03,-4.449636489152908325e-02,2.930602058768272400e-02,-3.336582332849502563e-02,6.247661076486110687e-03,-4.310399666428565979e-02
-4.891449511051177979e-01,-2.064457833766937256e-01,2.267541885375976562e+00,9.402111172676086426e-01,1.256174087524414062e+00,-1.425483107566833496e+00,1.256233215332031250e+00,4.205317795276641846e-01,-6.833771467208862305e-01,-1.419586896896362305e+00,1.291376471519470215e+00,8.967449665069580078e-01
-1.059409603476524353e-02,6.075885519385337830e-02,-9.371287189424037933e-03,6.481119245290756226e-02,2.619800344109535217e-02,3.389379417058080435e-04,4.986259341239929199e-02,4.445540532469749451e-02,8.601822890341281891e-03,1.134101115167140961e-02,4.239910095930099487e-02,3.980890661478042603e-02
-2.343522571027278900e-02,3.969870135188102722e-02,2.224994264543056488e-02,5.499422550201416016e-04,2.825719118118286133e-02,3.987006470561027527e-02,4.322085529565811157e-02,-3.662058338522911072e-02,-1.468821521848440170e-02,-1.285840570926666260e-02,-3.554401546716690063e-02,-3.196672350168228149e-02
-2.922961115837097168e-02,-4.506501555442810059e-02,-4.548547789454460144e-02,4.050428047776222229e-03,-2.365158684551715851e-02,-9.777307510375976562e-03,-3.816433250904083252e-02,-1.182638294994831085e-02,-9.028164669871330261e-03,-4.367906227707862854e-02,-3.201998025178909302e-02,-3.884992375969886780e-02
-2.658607438206672668e-02,-9.102744050323963165e-03,4.169049486517906189e-02,-6.936431163921952248e-04,3.710081055760383606e-02,-1.909853331744670868e-02,-3.683272376656532288e-02,-3.794188052415847778e-02,-1.302742119878530502e-02,4.219610244035720825e-02,3.238192945718765259e-02,8.013904094696044922e-03
-1.265795528888702393e-02,5.962253198958933353e-04,3.556429874151945114e-03,-1.054337481036782265e-03,6.263527087867259979e-03,4.679895564913749695e-02,-2.399705583229660988e-03,-4.749821126461029053e-02,4.615389928221702576e-02,-1.480576675385236740e-02,-4.660699144005775452e-02,7.897904142737388611e-03
4.087451100349426270e-01,-4.456992447376251221e-01,-1.205582022666931152e+00,-1.413698315620422363e+00,-9.711691737174987793e-01,-7.243030071258544922e-01,3.230885788798332214e-02,4.337770640850067139e-01,-1.226024702191352844e-01,7.501941323280334473e-01,-3.668691396713256836e+00,-4.555411636829376221e-01
